N,Etiqueta,TS,ciudad,nodo_concentrador,nodo_estandar,nodo_backup,ruta,caja_codigo,color_buffer,tipo_ruta,clase,detalle_validacion
894.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F01-PC25B-AMA,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F01,PC25B,AMA,ruta_completa,1,Etiqueta valida
895.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F01-PC24B-NEG,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F01,PC24B,NEG,ruta_completa,1,Etiqueta valida
896.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F01-PC23B-NEG,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F01,PC23B,NEG,ruta_completa,1,Etiqueta valida
897.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F01-PC22B-NEG,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F01,PC22B,NEG,ruta_completa,1,Etiqueta valida
898.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F01-PC21B-NEG,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F01,PC21B,NEG,ruta_completa,1,Etiqueta valida
899.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F01-PC20B-ROJ,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F01,PC20B,ROJ,ruta_completa,1,Etiqueta valida
900.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F01-PC19B-ROJ,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F01,PC19B,ROJ,ruta_completa,1,Etiqueta valida
901.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F01-PC18B-ROJ,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F01,PC18B,ROJ,ruta_completa,1,Etiqueta valida
902.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F01-PC17B-ROJ,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F01,PC17B,ROJ,ruta_completa,1,Etiqueta valida
903.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F01-PC16B-BLA,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F01,PC16B,BLA,ruta_completa,1,Etiqueta valida
904.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F01-PC15B-BLA,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F01,PC15B,BLA,ruta_completa,1,Etiqueta valida
905.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F01-PC14B-BLA,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F01,PC14B,BLA,ruta_completa,1,Etiqueta valida
906.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F01-PC40B-CEL,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F01,PC40B,CEL,ruta_completa,1,Etiqueta valida
907.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F01-PC39B-CEL,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F01,PC39B,CEL,ruta_completa,1,Etiqueta valida
908.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F01-PC38B-CEL,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F01,PC38B,CEL,ruta_completa,1,Etiqueta valida
909.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F01-PC37B-CEL,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F01,PC37B,CEL,ruta_completa,1,Etiqueta valida
910.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F01-PC36B-ROS,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F01,PC36B,ROS,ruta_completa,1,Etiqueta valida
911.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F01-PC35B-ROS,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F01,PC35B,ROS,ruta_completa,1,Etiqueta valida
912.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F01-PC34B-ROS,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F01,PC34B,ROS,ruta_completa,1,Etiqueta valida
913.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F01-PC33B-ROS,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F01,PC33B,ROS,ruta_completa,1,Etiqueta valida
914.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F01-PC32B-VIO,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F01,PC32B,VIO,ruta_completa,1,Etiqueta valida
915.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F01-PC31B-VIO,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F01,PC31B,VIO,ruta_completa,1,Etiqueta valida
916.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F01-PC30B-VIO,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F01,PC30B,VIO,ruta_completa,1,Etiqueta valida
917.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F01-PC29B-VIO,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F01,PC29B,VIO,ruta_completa,1,Etiqueta valida
918.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F01-PC13B-BLA,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F01,PC13B,BLA,ruta_completa,1,Etiqueta valida
919.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F01-PC12B-GRI,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F01,PC12B,GRI,ruta_completa,1,Etiqueta valida
920.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F01-PC11B-GRI,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F01,PC11B,GRI,ruta_completa,1,Etiqueta valida
921.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F01-PC10B-GRI,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F01,PC10B,GRI,ruta_completa,1,Etiqueta valida
922.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F01-PC09B-GRI,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F01,PC09B,GRI,ruta_completa,1,Etiqueta valida
923.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F01-PC08B-CAF,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F01,PC08B,CAF,ruta_completa,1,Etiqueta valida
924.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F01-PC07B-CAF,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F01,PC07B,CAF,ruta_completa,1,Etiqueta valida
925.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F01-PC06B-CAF,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F01,PC06B,CAF,ruta_completa,1,Etiqueta valida
926.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F01-PC05B-CAF,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F01,PC05B,CAF,ruta_completa,1,Etiqueta valida
927.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F01-PC04B-VER,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F01,PC04B,VER,ruta_completa,1,Etiqueta valida
928.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F01-PC03B-VER,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F01,PC03B,VER,ruta_completa,1,Etiqueta valida
929.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F01-PC02B-VER,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F01,PC02B,VER,ruta_completa,1,Etiqueta valida
930.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F01-PC01B-VER,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F01,PC01B,VER,ruta_completa,1,Etiqueta valida
931.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F02-PC40B-CEL,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F02,PC40B,CEL,ruta_completa,1,Etiqueta valida
932.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F02-PC39B-CEL,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F02,PC39B,CEL,ruta_completa,1,Etiqueta valida
933.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F02-PC38B-CEL,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F02,PC38B,CEL,ruta_completa,1,Etiqueta valida
934.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F02-PC37B-CEL,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F02,PC37B,CEL,ruta_completa,1,Etiqueta valida
935.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F02-PC36B-ROS,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F02,PC36B,ROS,ruta_completa,1,Etiqueta valida
936.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F02-PC35B-ROS,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F02,PC35B,ROS,ruta_completa,1,Etiqueta valida
937.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F02-PC34B-ROS,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F02,PC34B,ROS,ruta_completa,1,Etiqueta valida
938.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F02-PC33B-ROS,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F02,PC33B,ROS,ruta_completa,1,Etiqueta valida
939.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F02-PC32B-VIO,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F02,PC32B,VIO,ruta_completa,1,Etiqueta valida
940.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F02-PC31B-VIO,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F02,PC31B,VIO,ruta_completa,1,Etiqueta valida
941.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F02-PC30B-VIO,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F02,PC30B,VIO,ruta_completa,1,Etiqueta valida
942.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F02-PC29B-VIO,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F02,PC29B,VIO,ruta_completa,1,Etiqueta valida
943.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F02-PC28B-AMA,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F02,PC28B,AMA,ruta_completa,1,Etiqueta valida
944.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F02-PC27B-AMA,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F02,PC27B,AMA,ruta_completa,1,Etiqueta valida
945.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F02-PC26B-AMA,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F02,PC26B,AMA,ruta_completa,1,Etiqueta valida
946.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F02-PC25B-AMA,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F02,PC25B,AMA,ruta_completa,1,Etiqueta valida
947.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F02-PC24B-NEG,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F02,PC24B,NEG,ruta_completa,1,Etiqueta valida
948.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F02-PC23B-NEG,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F02,PC23B,NEG,ruta_completa,1,Etiqueta valida
949.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F02-PC22B-NEG,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F02,PC22B,NEG,ruta_completa,1,Etiqueta valida
950.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F02-PC21B-NEG,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F02,PC21B,NEG,ruta_completa,1,Etiqueta valida
951.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F02-PC20B-ROJ,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F02,PC20B,ROJ,ruta_completa,1,Etiqueta valida
952.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F02-PC19B-ROJ,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F02,PC19B,ROJ,ruta_completa,1,Etiqueta valida
953.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F02-PC18B-ROJ,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F02,PC18B,ROJ,ruta_completa,1,Etiqueta valida
954.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F02-PC17B-ROJ,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F02,PC17B,ROJ,ruta_completa,1,Etiqueta valida
955.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F02-PC16B-BLA,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F02,PC16B,BLA,ruta_completa,1,Etiqueta valida
956.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F02-PC15B-BLA,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F02,PC15B,BLA,ruta_completa,1,Etiqueta valida
957.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F02-PC14B-BLA,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F02,PC14B,BLA,ruta_completa,1,Etiqueta valida
958.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F02-PC13B-BLA,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F02,PC13B,BLA,ruta_completa,1,Etiqueta valida
959.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F02-PC12B-GRI,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F02,PC12B,GRI,ruta_completa,1,Etiqueta valida
960.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F02-PC11B-GRI,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F02,PC11B,GRI,ruta_completa,1,Etiqueta valida
961.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F02-PC10B-GRI,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F02,PC10B,GRI,ruta_completa,1,Etiqueta valida
962.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F02-PC09B-GRI,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F02,PC09B,GRI,ruta_completa,1,Etiqueta valida
963.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F02-PC08B-CAF,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F02,PC08B,CAF,ruta_completa,1,Etiqueta valida
964.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F02-PC07B-CAF,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F02,PC07B,CAF,ruta_completa,1,Etiqueta valida
965.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F02-PC06B-CAF,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F02,PC06B,CAF,ruta_completa,1,Etiqueta valida
966.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F02-PC05B-CAF,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F02,PC05B,CAF,ruta_completa,1,Etiqueta valida
967.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F02-PC04B-VER,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F02,PC04B,VER,ruta_completa,1,Etiqueta valida
968.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F02-PC03B-VER,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F02,PC03B,VER,ruta_completa,1,Etiqueta valida
969.0,JIP-Parrales (A)-Jipijapa SDH (A)/Parrales (A)-F02-PC02B-VER,MNT,JIP,Parrales (A),Jipijapa SDH (A),Parrales (A),F02,PC02B,VER,ruta_completa,1,Etiqueta valida
970.0,JIP-Parrales (A)-Parrales (A)/Jipijapa SDH (A)-F02-PC01B-VER,MNT,JIP,Parrales (A),Parrales (A),Jipijapa SDH (A),F02,PC01B,VER,ruta_completa,1,Etiqueta valida
971.0,STA-Portoviejo (A)-Ayacucho (E)(B)/Ayacucho (E)(A)-F01-PC24B-CAF,MNT,STA,Portoviejo (A),Ayacucho (E)(B),Ayacucho (E)(A),F01,PC24B,CAF,ruta_completa,1,Etiqueta valida
972.0,STA-Portoviejo (A)-Ayacucho (E)(A)/Ayacucho (E)(B)-F01-PC23B-CAF,MNT,STA,Portoviejo (A),Ayacucho (E)(A),Ayacucho (E)(B),F01,PC23B,CAF,ruta_completa,1,Etiqueta valida
973.0,STA-Portoviejo (A)-Ayacucho (E)(B)/Ayacucho (E)(A)-F01-PC22B-CAF,MNT,STA,Portoviejo (A),Ayacucho (E)(B),Ayacucho (E)(A),F01,PC22B,CAF,ruta_completa,1,Etiqueta valida
974.0,STA-Portoviejo (A)-Ayacucho (E)(A)/Ayacucho (E)(B)-F01-PC21B-CAF,MNT,STA,Portoviejo (A),Ayacucho (E)(A),Ayacucho (E)(B),F01,PC21B,CAF,ruta_completa,1,Etiqueta valida
975.0,STA-Portoviejo (A)-Ayacucho (E)(B)/Ayacucho (E)(A)-F01-PC20B-CAF,MNT,STA,Portoviejo (A),Ayacucho (E)(B),Ayacucho (E)(A),F01,PC20B,CAF,ruta_completa,1,Etiqueta valida
976.0,STA-Portoviejo (A)-Ayacucho (E)(A)/Ayacucho (E)(B)-F01-PC19B-CAF,MNT,STA,Portoviejo (A),Ayacucho (E)(A),Ayacucho (E)(B),F01,PC19B,CAF,ruta_completa,1,Etiqueta valida
977.0,STA-Portoviejo (A)-Ayacucho (E)(B)/Ayacucho (E)(A)-F01-PC18B-VER,MNT,STA,Portoviejo (A),Ayacucho (E)(B),Ayacucho (E)(A),F01,PC18B,VER,ruta_completa,1,Etiqueta valida
978.0,STA-Portoviejo (A)-Ayacucho (E)(A)/Ayacucho (E)(B)-F01-PC17B-VER,MNT,STA,Portoviejo (A),Ayacucho (E)(A),Ayacucho (E)(B),F01,PC17B,VER,ruta_completa,1,Etiqueta valida
979.0,STA-Portoviejo (A)-Ayacucho (E)(B)/Ayacucho (E)(A)-F01-PC16B-VER,MNT,STA,Portoviejo (A),Ayacucho (E)(B),Ayacucho (E)(A),F01,PC16B,VER,ruta_completa,1,Etiqueta valida
980.0,STA-Portoviejo (A)-Ayacucho (E)(A)/Ayacucho (E)(B)-F01-PC15B-VER,MNT,STA,Portoviejo (A),Ayacucho (E)(A),Ayacucho (E)(B),F01,PC15B,VER,ruta_completa,1,Etiqueta valida
981.0,STA-Portoviejo (A)-Ayacucho (E)(B)/Ayacucho (E)(A)-F01-PC14B-VER,MNT,STA,Portoviejo (A),Ayacucho (E)(B),Ayacucho (E)(A),F01,PC14B,VER,ruta_completa,1,Etiqueta valida
982.0,STA-Portoviejo (A)-Ayacucho (E)(A)/Ayacucho (E)(B)-F01-PC13B-VER,MNT,STA,Portoviejo (A),Ayacucho (E)(A),Ayacucho (E)(B),F01,PC13B,VER,ruta_completa,1,Etiqueta valida
983.0,STA-Portoviejo (A)-Ayacucho (E)(B)/Ayacucho (E)(A)-F01-PC12B-NAR,MNT,STA,Portoviejo (A),Ayacucho (E)(B),Ayacucho (E)(A),F01,PC12B,NAR,ruta_completa,1,Etiqueta valida
984.0,STA-Portoviejo (A)-Ayacucho (E)(A)/Ayacucho (E)(B)-F01-PC11B-NAR,MNT,STA,Portoviejo (A),Ayacucho (E)(A),Ayacucho (E)(B),F01,PC11B,NAR,ruta_completa,1,Etiqueta valida
985.0,STA-Portoviejo (A)-Ayacucho (E)(B)/Ayacucho (E)(A)-F01-PC10B-NAR,MNT,STA,Portoviejo (A),Ayacucho (E)(B),Ayacucho (E)(A),F01,PC10B,NAR,ruta_completa,1,Etiqueta valida
986.0,STA-Portoviejo (A)-Ayacucho (E)(A)/Ayacucho (E)(B)-F01-PC09B-NAR,MNT,STA,Portoviejo (A),Ayacucho (E)(A),Ayacucho (E)(B),F01,PC09B,NAR,ruta_completa,1,Etiqueta valida
987.0,STA-Portoviejo (A)-Ayacucho (E)(B)/Ayacucho (E)(A)-F01-PC08B-NAR,MNT,STA,Portoviejo (A),Ayacucho (E)(B),Ayacucho (E)(A),F01,PC08B,NAR,ruta_completa,1,Etiqueta valida
988.0,STA-Portoviejo (A)-Ayacucho (E)(A)/Ayacucho (E)(B)-F01-PC07B-NAR,MNT,STA,Portoviejo (A),Ayacucho (E)(A),Ayacucho (E)(B),F01,PC07B,NAR,ruta_completa,1,Etiqueta valida
989.0,STA-Portoviejo (A)-Ayacucho (E)(B)/Ayacucho (E)(A)-F01-PC06B-AZU,MNT,STA,Portoviejo (A),Ayacucho (E)(B),Ayacucho (E)(A),F01,PC06B,AZU,ruta_completa,1,Etiqueta valida
990.0,STA-Portoviejo (A)-Ayacucho (E)(A)/Ayacucho (E)(B)-F01-PC05B-AZU,MNT,STA,Portoviejo (A),Ayacucho (E)(A),Ayacucho (E)(B),F01,PC05B,AZU,ruta_completa,1,Etiqueta valida
991.0,STA-Portoviejo (A)-Ayacucho (E)(B)/Ayacucho (E)(A)-F01-PC04B-AZU,MNT,STA,Portoviejo (A),Ayacucho (E)(B),Ayacucho (E)(A),F01,PC04B,AZU,ruta_completa,1,Etiqueta valida
992.0,STA-Portoviejo (A)-Ayacucho (E)(A)/Ayacucho (E)(B)-F01-PC03B-AZU,MNT,STA,Portoviejo (A),Ayacucho (E)(A),Ayacucho (E)(B),F01,PC03B,AZU,ruta_completa,1,Etiqueta valida
993.0,STA-Portoviejo (A)-Ayacucho (E)(B)/Ayacucho (E)(A)-F01-PC02B-AZU,MNT,STA,Portoviejo (A),Ayacucho (E)(B),Ayacucho (E)(A),F01,PC02B,AZU,ruta_completa,1,Etiqueta valida
994.0,STA-Portoviejo (A)-Ayacucho (E)(A)/Ayacucho (E)(B)-F01-PC01B-AZU,MNT,STA,Portoviejo (A),Ayacucho (E)(A),Ayacucho (E)(B),F01,PC01B,AZU,ruta_completa,1,Etiqueta valida
995.0,MOT-Manta SDH (A)-La Pradera (E)/San Andres (E)-F01-PC47B-GRI,MNT,MOT,Manta SDH (A),La Pradera (E),San Andres (E),F01,PC47B,GRI,ruta_completa,1,Etiqueta valida
996.0,MOT-Manta SDH (A)-Los Bajos (E)/N/A-F02-PC12B-CAF,MNT,MOT,Manta SDH (A),Los Bajos (E),,F02,PC12B,CAF,ruta_no_aplica,1,Etiqueta valida
997.0,MOT-Manta SDH (A)-Los Bajos (E)/N/A-F02-PC11B-CAF,MNT,MOT,Manta SDH (A),Los Bajos (E),,F02,PC11B,CAF,ruta_no_aplica,1,Etiqueta valida
998.0,MOT-Manta SDH (A)-Los Bajos (E)/N/A-F02-PC10B-CAF,MNT,MOT,Manta SDH (A),Los Bajos (E),,F02,PC10B,CAF,ruta_no_aplica,1,Etiqueta valida
999.0,MOT-Manta SDH (A)-Los Bajos (E)/N/A-F02-PC09B-VER,MNT,MOT,Manta SDH (A),Los Bajos (E),,F02,PC09B,VER,ruta_no_aplica,1,Etiqueta valida
1000.0,MOT-Manta SDH (A)-Los Bajos (E)/N/A-F02-PC08B-VER,MNT,MOT,Manta SDH (A),Los Bajos (E),,F02,PC08B,VER,ruta_no_aplica,1,Etiqueta valida
,UIO-???-/???-F31-PQ12X-XXX,UIO,UIO,???,,???,F31,PQ12X,XXX,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE-NODO-X-???/-F28-PE-99-XXX,CUE,CUE,NODO-X,???,,F28,PE-99,XXX,ruta_completa,0,Ejemplo sintetico incorrecto
,UIO-NODO-X-Final/-F15-CAXXA-XXX,UIO,UIO,NODO-X,Final,,F15,CAXXA,XXX,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE-Centro-/-F26-PE-99-NEGROX,CUE,CUE,Centro,,,F26,PE-99,NEGROX,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE-NODO-X-123/456-F69-12345-NEGROX,GYE,GYE,NODO-X,123,456,F69,12345,NEGROX,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE--???/???-F23-CAXXA-XXX,GYE,GYE,,???,???,F23,CAXXA,XXX,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE-???-Final/???-F66-12345-XXX,CUE,CUE,???,Final,???,F66,12345,XXX,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE-???-123/???-F45-PE-99-NEGROX,GYE,GYE,???,123,???,F45,PE-99,NEGROX,ruta_completa,0,Ejemplo sintetico incorrecto
,UIO--123/456-F23-12345-ROSA,UIO,UIO,,123,456,F23,12345,ROSA,ruta_completa,0,Ejemplo sintetico incorrecto
,UIO-NODO-X-123/???-F62-12345-,UIO,UIO,NODO-X,123,???,F62,12345,,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE-Centro-/-F87-PE-99-BLANCO,CUE,CUE,Centro,,,F87,PE-99,BLANCO,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE-NODO-X-Final/456-F83-CAXXA-BLANCO,GYE,GYE,NODO-X,Final,456,F83,CAXXA,BLANCO,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE-Centro-/???-F11-PE-99-,GYE,GYE,Centro,,???,F11,PE-99,,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE-???-/456-F27--XXX,GYE,GYE,???,,456,F27,,XXX,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE-???-/BackupX-F54--XXX,GYE,GYE,???,,BackupX,F54,,XXX,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE-NODO-X-???/???-F39-PQ12X-BLANCO,GYE,GYE,NODO-X,???,???,F39,PQ12X,BLANCO,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE--123/BackupX-F67-PE-99-BLANCO,CUE,CUE,,123,BackupX,F67,PE-99,BLANCO,ruta_completa,0,Ejemplo sintetico incorrecto
,UIO-Centro-123/???-F20-PQ12X-NEGROX,UIO,UIO,Centro,123,???,F20,PQ12X,NEGROX,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE--123/456-F31-PQ12X-XXX,CUE,CUE,,123,456,F31,PQ12X,XXX,ruta_completa,0,Ejemplo sintetico incorrecto
,UIO-NODO-X-123/BackupX-F67-12345-NEGROX,UIO,UIO,NODO-X,123,BackupX,F67,12345,NEGROX,ruta_completa,0,Ejemplo sintetico incorrecto
